;кто;текст;кому;контекст;уровень;post
8893;529972184;[id572574982|Катерина], я типо фейк Камиля или я в целом фейк? Уточни пожалуйста;572574982;[id215127987|Камиль], твой даун фейк кирилл;2;5049048
8894;607788220;пиздирина, ты наверное забыла, что ты являешься общественным туалетом просторов шмф? так давай я напомню и кину тебя в стадо бомжей, чтобы тебя изнасиловали грязные спидозные члены, тогда ты реально почувствуешь свою ущербность;572574982;[id215127987|Камиль], твой даун фейк кирилл;2;5049048
8895;572437133;[id572574982|Катерина], сказала подсоска сседых, я не давал тебе слово;572574982;[id572437133|Jeniz], еще одна подсоска пришла;2;5049048
8896;572437133;Не вижу чмикиту;227806608;Future Nostalgia иконичный альбом,недооценён 🙄;2;5049048
8897;572574982;"[id607788220|Don’t], тебе самой по
кайфу быть такой гнилой? Я канеш в ахуе с твоих извращеных мыслей, твой отчем наверно плохо с тобой обращается";607788220;пиздирина, ты наверное забыла, что ты являешься общественным туалетом просторов шмф? так давай я напомню и кину тебя в стадо бомжей, чтобы тебя изнасиловали грязные спидозные члены, тогда ты реально почувствуешь свою ущербность;2;5049048
8898;572574982;"[id572437133|Jeniz], наверно потому что он не подсоска в прочем как и я?) в отличие от вас

P.S некита как и я не кидает свои комы в срачах в беседы чтобы их лайкали 🙈🤦‍♀️";572437133;Не вижу чмикиту;2;5049048
8899;572574982;[id215127987|Камиль], речь шла об альбомах 🤦‍♀️;215127987;[id572574982|Катерина], ржу, даже у перди есть бриллиант;2;5049048
8900;322706474;[id572574982|Катерина], но маник...;572574982;[id392299666|Сергей], айлиш и холзи делают качественую музыку, не выпускают дешевые ретро сблевы как чмайли и липа. я не фанатка доджи если что. Хроматика по праву библия диско хауса, смойся с моих уведом уже, контуженое;2;5049048
8901;572437133;[id572574982|Катерина], наверно потому что после моего коммента это было бы слишком палевно, да юлечка? Ведь эта шавка всегда прибегает когда ты не в силах справиться);572574982;"[id572437133|Jeniz], наверно потому что он не подсоска в прочем как и я?) в отличие от вас

P.S некита как и я не кидает свои комы в срачах в беседы чтобы их лайкали 🙈🤦‍♀️";2;5049048
8902;424713919;[id607788220|Don’t], жэсть;607788220;пиздирина, ты наверное забыла, что ты являешься общественным туалетом просторов шмф? так давай я напомню и кину тебя в стадо бомжей, чтобы тебя изнасиловали грязные спидозные члены, тогда ты реально почувствуешь свою ущербность;2;5049048
8903;607788220;со мной лучше не связываться😈;424713919;[id607788220|Don’t], жэсть;2;5049048
8904;424713919;[id607788220|Don’t], 👀 д я непыталась;607788220;со мной лучше не связываться😈;2;5049048
8905;607788220;предупреждаю, срабаниха просто смертница🔨;424713919;[id607788220|Don’t], 👀 д я непыталась;2;5049048
8906;507003263;как всегда дристает;post;post;1;5049048
8907;608370179;[id507003263|Али], как всегда воняет;507003263;как всегда дристает;2;5049048
8908;261700089;Фольклор уже самый продаваемый женский в мире?;post;post;1;5049048
8909;214087096;[id261700089|Артём], нет, это данные от медиатраффика, по ним у Айлиш 2+ млн, она первая;261700089;Фольклор уже самый продаваемый женский в мире?;2;5049048
8910;537054949;[id214087096|Афанасьева], нет,Тейлор обгоняет;214087096;[id261700089|Артём], нет, это данные от медиатраффика, по ним у Айлиш 2+ млн, она первая;2;5049048
8911;551882695;альбомы 4 икон и фн;post;post;1;5049048
8912;467304565;Королева Рэпа;post;post;1;5048847
8913;610638558;Я;467304565;Королева Рэпа;2;5048847
8914;467304565;[id610638558|Śza], тыты;610638558;Я;2;5048847
8915;306829483;[id467304565|Александр], королева диких макак ницки орангутанж;467304565;Королева Рэпа;2;5048847
8916;136894038;[id467304565|Alexander], придумала флекс.;467304565;Королева Рэпа;2;5048847
8917;467304565;[id136894038|Антон], она;136894038;[id467304565|Alexander], придумала флекс.;2;5048847
8918;320765743;уничтожил эда ширана;post;post;1;5048847
8919;592390007;[id320765743|Анатолий], ее тоже;320765743;уничтожил эда ширана;2;5048847
8920;610638558;[id592390007|Анна], да;592390007;[id320765743|Анатолий], ее тоже;2;5048847
8921;136894038;[id320765743|Anatoly], кто это?;320765743;уничтожил эда ширана;2;5048847
8922;467304565;[id592390007|Анна], ору;592390007;[id320765743|Анатолий], ее тоже;2;5048847
8923;261700089;Ебануться, 9 кантри альбомов с бриллиантом😳;post;post;1;5048847
8924;607788220;да, это очень популярный жанр в сша;261700089;Ебануться, 9 кантри альбомов с бриллиантом😳;2;5048847
8925;539500956;[id607788220|Don’t], а срагоебы оправдывали гробанн что кантри не актуальный уже 20 лет 🤣;607788220;да, это очень популярный жанр в сша;2;5048847
8926;141371604;у них актуально все тогда, когда им выгодно.;539500956;[id607788220|Don’t], а срагоебы оправдывали гробанн что кантри не актуальный уже 20 лет 🤣;2;5048847
8927;306829483;Нонейм;post;post;1;5048847
8928;325243111;[id306829483|Татьяна], ариана;306829483;Нонейм;2;5048847
8929;-197116615;[id306829483|Татьяна], я;306829483;Нонейм;2;5048847
8930;610183009;[id325243111|Меир], нет😔😭;325243111;[id306829483|Татьяна], ариана;2;5048847
8931;325243111;[id610183009|Cloudy], как ты говорил, я послушал sweetener;610183009;[id325243111|Меир], нет😔😭;2;5048847
8932;610183009;[id325243111|Меир], и как? какие песни понравились?;325243111;[id610183009|Cloudy], как ты говорил, я послушал sweetener;2;5048847
8933;325243111;[id610183009|Cloudy], нет, настолько скучный что после интро мне захотелось заснуть;610183009;[id325243111|Меир], и как? какие песни понравились?;2;5048847
8934;610183009;[id325243111|Меир], как же no tears left to cry, god is a woman🥺;325243111;[id610183009|Cloudy], нет, настолько скучный что после интро мне захотелось заснуть;2;5048847
8935;610183009;[id325243111|Меир], raindrops классное же:(;325243111;[id610183009|Cloudy], нет, настолько скучный что после интро мне захотелось заснуть;2;5048847
8936;325243111;[id610183009|Cloudy], неоч;610183009;[id325243111|Меир], как же no tears left to cry, god is a woman🥺;2;5048847
8937;325243111;[id610183009|Cloudy], там орет что-то;610183009;[id325243111|Меир], raindrops классное же:(;2;5048847
8938;325243111;[id610183009|Cloudy], блянде мне не нравится, но за стандартную версию My everything я её прощаю. Это единственный её нормальный альбом.;610183009;[id325243111|Меир], raindrops классное же:(;2;5048847
8939;610183009;[id325243111|Меир], а почему она тебе не нравится, есть причины?);325243111;[id610183009|Cloudy], блянде мне не нравится, но за стандартную версию My everything я её прощаю. Это единственный её нормальный альбом.;2;5048847
8940;325243111;[id610183009|Cloudy], да, щас у меня 21:23, я иду спать, завтра мне ещё надо унижать Онныги блядаж, вот нужно пораньше лечь, когда проснусь расскажу.;610183009;[id325243111|Меир], а почему она тебе не нравится, есть причины?);2;5048847
8941;610183009;[id325243111|Меир], хахахахаха,ок💝;325243111;[id610183009|Cloudy], да, щас у меня 21:23, я иду спать, завтра мне ещё надо унижать Онныги блядаж, вот нужно пораньше лечь, когда проснусь расскажу.;2;5048847
8942;325243111;Не знаем кто это, но он убил оно;post;post;1;5048847
8943;610638558;[id325243111|Меир], Не знаем кто это, но он убил оно;325243111;Не знаем кто это, но он убил оно;2;5048847
8944;325243111;[id610638558|Śza], да, его;610638558;[id325243111|Меир], Не знаем кто это, но он убил оно;2;5048847
8945;479838088;инопришеленец;325243111;[id610638558|Śza], да, его;2;5048847
8946;325243111;[id479838088|Артур], минаж;479838088;инопришеленец;2;5048847
8947;479838088;бтс в ахуе;post;post;1;5048847
8948;325243111;[id479838088|Артур],;479838088;бтс в ахуе;2;5048847
8949;610183009;[id325243111|Меир], ВХХАХАХАХХАХАХХАХАХАХВХХА;325243111;[id479838088|Артур],;2;5048847
8950;606741975;[id325243111|Меир], тупые арми 🤣🤣🤣;325243111;[id479838088|Артур],;2;5048847
8951;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;post;post;1;5048847
8952;609835217;[id603305915|Петр], не позорься;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8953;261700089;[id603305915|Петр], Легенда > Майли Сайрус;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8954;261700089;[id603305915|Петр], ржу, у Свифт тоже есть бриллиант;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8955;396338273;[id603305915|Petr], майли сайрус 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😭😂😂😭😂😂😭😭😭😭😭😭😭😭😂😂😂;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8956;523666548;[id603305915|Петр], #RIPReylorTwift;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8957;479838088;сайли майрус аруу;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8958;374917405;[id261700089|Артём], абсолютно любое говно»»» Гнидайрус;261700089;[id603305915|Петр], Легенда > Майли Сайрус;2;5048847
8959;267052970;[id603305915|Петр], майли Сайрус никогда рядом с Тэйлор по успеху не стояла, сравнение с остальными тоже не совсем уместное;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8960;603305915;[id609835217|Adam], Убери Царианну с авы, фальшивый фанат Ри. Все нейви должны унижать сгнифт.;609835217;[id603305915|Петр], не позорься;2;5048847
8961;261700089;[id603305915|Петр], ору какое ты позорище;603305915;[id609835217|Adam], Убери Царианну с авы, фальшивый фанат Ри. Все нейви должны унижать сгнифт.;2;5048847
8962;603305915;"[id261700089|Артём], >Легенда
>Трешлор Спид";261700089;[id603305915|Петр], Легенда > Майли Сайрус;2;5048847
8963;603305915;[id261700089|Артём], Да хоть 10 бриллиантов, с легендами кантри Трешлор не стояла и никогда не будет стоять.;261700089;[id603305915|Петр], ржу, у Свифт тоже есть бриллиант;2;5048847
8964;261700089;[id603305915|Петр], Все критики признали ее кантри-королевой века. Твои высеры не интересуют.;603305915;[id261700089|Артём], Да хоть 10 бриллиантов, с легендами кантри Трешлор не стояла и никогда не будет стоять.;2;5048847
8965;603305915;[id396338273|Юлия], Не ссарди бич;396338273;[id603305915|Petr], майли сайрус 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😭😂😂😭😂😂😭😭😭😭😭😭😭😭😂😂😂;2;5048847
8966;603305915;[id261700089|Артём], Королевой кантри всегда была и будет Шанаяй Твен у которой целых три бриллиантовых альбома в США, Дристлор кулд нева.;261700089;[id603305915|Петр], Все критики признали ее кантри-королевой века. Твои высеры не интересуют.;2;5048847
8967;566800783;[id603305915|Петр], а получается, что Свифт унижает срэви;603305915;[id609835217|Adam], Убери Царианну с авы, фальшивый фанат Ри. Все нейви должны унижать сгнифт.;2;5048847
8968;261700089;[id603305915|Петр], У Свифт СН и Ред недалеко от бриллианта. Тем более, что Шанайе понадобился не один десяток лет, чтобы наскрести эти бриллианты;603305915;[id261700089|Артём], Королевой кантри всегда была и будет Шанаяй Твен у которой целых три бриллиантовых альбома в США, Дристлор кулд нева.;2;5048847
8969;609835217;[id603305915|Петр], мда;603305915;[id609835217|Adam], Убери Царианну с авы, фальшивый фанат Ри. Все нейви должны унижать сгнифт.;2;5048847
8970;562235369;[id603305915|Петр], я и моя дочка правим кантри музыкой;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8971;492852901;[id603305915|Петр], Кейси Масгрейвс ещё;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8972;345716874;"[id603305915|Петр], и каким образом она ""унижена"" чесни и майли";603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8973;538971863;напомнить фанатам Крыслор Сгнифт что пока крыса под себя ссала Богайли уже рвала чарты и была самой успешной детской актрисой?;603305915;Спирт как всегда унижена настоящими легендами кантри, Шанайя Твен, Гарт Брукс, Кенни Чесни, Билли Рей Сайрус, Майли Сайрус помочились на лицо нэшвильской паскудины.;2;5048847
8974;345716874;[id538971863|Fuck], это в каком году;538971863;напомнить фанатам Крыслор Сгнифт что пока крыса под себя ссала Богайли уже рвала чарты и была самой успешной детской актрисой?;2;5048847
8975;339655954;[id538971863|Fuck], они в один год дебютнулись как певицы;538971863;напомнить фанатам Крыслор Сгнифт что пока крыса под себя ссала Богайли уже рвала чарты и была самой успешной детской актрисой?;2;5048847
8976;500422818;бтц в ахуе от таких показателей;post;post;1;5048847
8977;607788220;наскребла своей писей денюжки на фит с купером;post;post;1;5048847
8978;609835217;Кто это?;post;post;1;5048847
8979;516718074;ох уж этот вап);post;post;1;5048738
8980;288084135;Короли на своем месте👑;post;post;1;5048738
8981;136894038;[id288084135|Maxim], бляди насосали у ссамрух.;288084135;Короли на своем месте👑;2;5048738
8982;211193043;[id288084135|Максим], кто кто??короли??мы знаем их только как свинюшки проблядушки😢😢;288084135;Короли на своем месте👑;2;5048738
8983;288084135;[id211193043|Игорь], знают только первые места👌🏽;211193043;[id288084135|Максим], кто кто??короли??мы знаем их только как свинюшки проблядушки😢😢;2;5048738
8984;211193043;[id288084135|Максим], в российском спотифае*;288084135;[id211193043|Игорь], знают только первые места👌🏽;2;5048738
8985;288084135;[id211193043|Игорь], читать умеешь? топ-50 во всем мире);211193043;[id288084135|Максим], в российском спотифае*;2;5048738
8986;211193043;"[id288084135|Максим], ну вот блин надпись не увидел уже кидаются гнилыми помидорами
и что с того?дня через 3-4 вап вернётся на первое место))";288084135;[id211193043|Игорь], читать умеешь? топ-50 во всем мире);2;5048738
8987;288084135;[id211193043|Игорь], ну если вернется, то буду рад за Карди) главное, что парни из бтс уже побили многие рекорды, что очень круто);211193043;"[id288084135|Максим], ну вот блин надпись не увидел уже кидаются гнилыми помидорами
и что с того?дня через 3-4 вап вернётся на первое место))";2;5048738
8988;320765743;"0.69$
Эти даже инструментал скупают в надежде 😂";post;post;1;5048738
8989;436100830;[id320765743|Анатолий], звали;320765743;"0.69$
Эти даже инструментал скупают в надежде 😂";2;5048738
8990;494869526;[id436100830|Алиса], да тут;436100830;[id320765743|Анатолий], звали;2;5048738
8991;539500956;[id320765743|Анатолий], звали;320765743;"0.69$
Эти даже инструментал скупают в надежде 😂";2;5048738
8992;610638558;[id539500956|Никита],;539500956;[id320765743|Анатолий], звали;2;5048738
8993;494869526;[id610638558|Śza], фу, Бузова икона ненадо её приписовать к Шмарди;610638558;[id539500956|Никита],;2;5048738
8994;494869526;[id610638558|Śza],;610638558;[id539500956|Никита],;2;5048738
8995;592390007;[id494869526|Никита],;494869526;[id436100830|Алиса], да тут;2;5048738
8996;592390007;[id494869526|Никита], бузова никто как и свинаж;494869526;[id610638558|Śza],;2;5048738
8997;494869526;[id592390007|Анна], хватит позориться;592390007;[id494869526|Никита],;2;5048738
8998;494869526;[id592390007|Анна], никогда ещё не видел чтоб так себя унижали, сочувствую тебе;592390007;[id494869526|Никита], бузова никто как и свинаж;2;5048738
8999;592390007;[id494869526|Никита], к счастью я не являюсь фанаткой свинаж;494869526;[id592390007|Анна], никогда ещё не видел чтоб так себя унижали, сочувствую тебе;2;5048738
9000;436100830;Уничтожили Дракулу и бтц;post;post;1;5048738
9001;-187531433;Чмарая лишняя;post;post;1;5048738
9002;259612311;Красавцы 👏🏻;post;post;1;5048738
9003;536405528;cringe;post;post;1;5048738
9004;597824975;I'm talkin WAP WAP;post;post;1;5048738
9005;610638558;ФУ ДРЯНЬ;post;post;1;5048738
9006;610638558;ДА ТЫ;610638558;ФУ ДРЯНЬ;2;5048738
9007;610638558;🤮🤮🤮🤮🤮🤮;610638558;ДА ТЫ;2;5048738
9008;406715246;вап ожидаемо вернет лидерство;post;post;1;5048738
9009;136894038;[id406715246|Sam], да, согласен: до 28 точно.;406715246;вап ожидаемо вернет лидерство;2;5048738
9010;-188621078;"Легенда ❤❤❤

Ждём альбом 28 августа 😍";post;post;1;5048610
9011;507003263;не ждем;-188621078;"Легенда ❤❤❤

Ждём альбом 28 августа 😍";2;5048610
9012;-188621078;[id507003263|Ali], ты ждёшь больше всех;507003263;не ждем;2;5048610
9013;487514056;[club188621078|Katy Perry Music Facts], чмайл никто не ждет;-188621078;"Легенда ❤❤❤

Ждём альбом 28 августа 😍";2;5048610
9014;571706732;[id487514056|Love], селли;487514056;[club188621078|Katy Perry Music Facts], чмайл никто не ждет;2;5048610
9015;487514056;[id571706732|Олег], нетнет;571706732;[id487514056|Love], селли;2;5048610
9016;571706732;[id487514056|Love], минет;487514056;[id571706732|Олег], нетнет;2;5048610
9017;507003263;минет;571706732;[id487514056|Love], минет;2;5048610
9018;571706732;[id507003263|Ali], и что? У Минаж тоже есть синглы в андерхоте. Кстати говоря, я не отрицаю флоп Кати;507003263;минет;2;5048610
9019;507003263;молодец что не отрицаешь;571706732;[id507003263|Ali], и что? У Минаж тоже есть синглы в андерхоте. Кстати говоря, я не отрицаю флоп Кати;2;5048610
9020;576362782;Этот шикарный факт никто не отрицает.;507003263;молодец что не отрицаешь;2;5048610
9021;603305915;Убила Срагу и Сгнифт этим нетленным бестселером.;post;post;1;5048610
9022;572574982;[id603305915|Петр], не позорься долбоебина лобастая;603305915;Убила Срагу и Сгнифт этим нетленным бестселером.;2;5048610
9023;598831273;его никто не слышал даже;603305915;Убила Срагу и Сгнифт этим нетленным бестселером.;2;5048610
9024;603305915;[id572574982|Катерина], Но я не фанатею по блядге, ссарди бич, лоханде и ссайлиш.;572574982;[id603305915|Петр], не позорься долбоебина лобастая;2;5048610
9025;603305915;[id598831273|The], Слышали все дети нулевых.;598831273;его никто не слышал даже;2;5048610
9026;261700089;[id603305915|Петр], как убила? Напомнить, что у 1989 за 6 лет бриллиант? У ТД за 10 - 8 платин.;603305915;Убила Срагу и Сгнифт этим нетленным бестселером.;2;5048610
9027;603305915;[id261700089|Артём], Напомнить что на одном только ТД хитов больше чем у локальной вспышки Спирт за всю карьеру?;261700089;[id603305915|Петр], как убила? Напомнить, что у 1989 за 6 лет бриллиант? У ТД за 10 - 8 платин.;2;5048610
9028;261700089;[id603305915|Петр] У тебя пальцев двух рук не хватит сосчитать всех хитов Свифт;603305915;[id261700089|Артём], Напомнить что на одном только ТД хитов больше чем у локальной вспышки Спирт за всю карьеру?;2;5048610
9029;607194370;[id603305915|Петр], а рыга никому не уебала жаль что сезонные недо-хиты никогда не войдут в историю и урыги 1 легендарный хит благодаря гею зи;603305915;Убила Срагу и Сгнифт этим нетленным бестселером.;2;5048610
9030;345716874;[id603305915|Петр], перерезала им глотку проблеванне;603305915;Убила Срагу и Сгнифт этим нетленным бестселером.;2;5048610
9031;492852901;[id261700089|Артём], у крысы хитов нет и никто их не слышал;261700089;[id603305915|Петр] У тебя пальцев двух рук не хватит сосчитать всех хитов Свифт;2;5048610
9032;563630324;[id572574982|Катерина], ты своим именем уже опозорена свинья недоделанная;572574982;[id603305915|Петр], не позорься долбоебина лобастая;2;5048610
9033;588826358;"[id261700089|Артём], может потому что перри-сингловая певица, а не альбомная?
Напоминаю, что у перри в разы больше бриллиантовых сертификаций на синглах))";261700089;[id603305915|Петр], как убила? Напомнить, что у 1989 за 6 лет бриллиант? У ТД за 10 - 8 платин.;2;5048610
9034;261700089;[id588826358|Миша], сколько?;588826358;"[id261700089|Артём], может потому что перри-сингловая певица, а не альбомная?
Напоминаю, что у перри в разы больше бриллиантовых сертификаций на синглах))";2;5048610
9035;588826358;"[id261700089|Артём], у перри их 4
Плюс скоро выкупит еще бриллиант для E.T. , а потом еще и для калифорния гьолс))
И будет 6😍";261700089;[id588826358|Миша], сколько?;2;5048610
9036;261700089;[id588826358|Миша], ну тогда не прям уж в разы больше. У Свифт тоже Шейк с бриллиантом. БС и Лав Стори уже давно имеют право на бриллиант тоже;588826358;"[id261700089|Артём], у перри их 4
Плюс скоро выкупит еще бриллиант для E.T. , а потом еще и для калифорния гьолс))
И будет 6😍";2;5048610
9037;588826358;"[id261700089|Артём], в два раза😔
Перри правит просто
Но недооценена сейчас";261700089;[id588826358|Миша], ну тогда не прям уж в разы больше. У Свифт тоже Шейк с бриллиантом. БС и Лав Стори уже давно имеют право на бриллиант тоже;2;5048610
9038;479838088;хит, создала феерверки;post;post;1;5048610
9039;576362782;[id479838088|Артур], создала поп-индустрию.;479838088;хит, создала феерверки;2;5048610
9040;602144558;Икона;post;post;1;5048610
9041;259612311;КРАСАВИЦА НАША 💗;post;post;1;5048610
9042;554305518;Ну реально альбом крут;post;post;1;5048610
9043;261700089;Ждем когда Скутер выкупит бриллиант у Блэнк Спэйс и Лав Стори😡😡😡;post;post;1;5048610
9044;261700089;[id261700089|Артём], они уже с весны, если не с зимы сидят с правом на сертификацию;261700089;Ждем когда Скутер выкупит бриллиант у Блэнк Спэйс и Лав Стори😡😡😡;2;5048610
9045;588826358;[id261700089|Артём], Е.Т. тоже😊;261700089;[id261700089|Артём], они уже с весны, если не с зимы сидят с правом на сертификацию;2;5048610
9046;290257693;буквально за два дня до десятилетия поп-библии, ну что за икона;post;post;1;5048610
9047;610638558;ХИТ;post;post;1;5048610
9048;610638558;;610638558;ХИТ;2;5048610
9049;610638558;;610638558;;2;5048610
9050;603305915;Мир не заслуживает добрую легенду Кэти. Все росли на песнях королевы. Teenage Dream лучшее что случалось с поп музыкой.;post;post;1;5048610
9051;571706732;[id603305915|Petr], вотвот;603305915;Мир не заслуживает добрую легенду Кэти. Все росли на песнях королевы. Teenage Dream лучшее что случалось с поп музыкой.;2;5048610
9052;573965008;"Ждем фит бтс с блекпинк
Это будет отвал жопы и конец войны";post;post;1;5048482
9053;320765743;[id573965008|Ева], когда одна из групп начнет тонуть, поскребут по сусекам и сделают коллаб;573965008;"Ждем фит бтс с блекпинк
Это будет отвал жопы и конец войны";2;5048482
9054;500422818;[id573965008|Ева], не надо блять;573965008;"Ждем фит бтс с блекпинк
Это будет отвал жопы и конец войны";2;5048482
9055;141371604;[id573965008|Ева], начнется третья мировая. Ютубу придется закрыть все сервера на неделю. Спотифай удалится. Айтюнс закроется.;573965008;"Ждем фит бтс с блекпинк
Это будет отвал жопы и конец войны";2;5048482
9056;546834657;Карди Би королева рэпа;post;post;1;5048482
9057;546834657;Факт ✅;546834657;Карди Би королева рэпа;2;5048482
9058;381628553;Все согласны. Стримим альбом десятилетия  - «Chromatica».;post;post;1;5048482
9059;536405528;[id381628553|Blood], Деменская с шайкой каждую пятницу устраивают стрим-вечеринку Хроматики, мудрые ребята;381628553;Все согласны. Стримим альбом десятилетия  - «Chromatica».;2;5048482
9060;-36837665;[id381628553|Blood], никто не стримит эту ссанину;381628553;Все согласны. Стримим альбом десятилетия  - «Chromatica».;2;5048482
9061;381628553;[id536405528|Scheibe], визг;536405528;[id381628553|Blood], Деменская с шайкой каждую пятницу устраивают стрим-вечеринку Хроматики, мудрые ребята;2;5048482
9062;608370179;[club36837665|артфлопность], ктооооо сказал ссанина????;-36837665;[id381628553|Blood], никто не стримит эту ссанину;2;5048482
9063;539500956;[id608370179|Ханна], 🤣👌;608370179;[club36837665|артфлопность], ктооооо сказал ссанина????;2;5048482
9064;607788220;напоминаю;608370179;[club36837665|артфлопность], ктооооо сказал ссанина????;2;5048482
9065;539500956;[id607788220|Don’t], блеватика переоцнено на 7.3 баллов. Спасибо за старания бладпоп, но ничего из этого хорошего не вышло;607788220;напоминаю;2;5048482
9066;608370179;напоминаю;607788220;напоминаю;2;5048482
9067;215127987;Напоминаю;381628553;Все согласны. Стримим альбом десятилетия  - «Chromatica».;2;5048482
9068;608370179;напоминаю;215127987;Напоминаю;2;5048482
9069;607788220;криворукая пизда подбери норм шрифт для вк, чмина;608370179;напоминаю;2;5048482
9070;215127987;Напоминаю;381628553;Все согласны. Стримим альбом десятилетия  - «Chromatica».;2;5048482
9071;608370179;не надо статусы тереть сразу;607788220;криворукая пизда подбери норм шрифт для вк, чмина;2;5048482
9072;536405528;[id215127987|Камиль], так себе отфотошопил, была гага стала рыга;215127987;Напоминаю;2;5048482
9073;607788220;идиотка текст статуса находится ниже 🤣👈🏻;608370179;не надо статусы тереть сразу;2;5048482
9074;608370179;кто сказал идиотка находится ниже????;381628553;Все согласны. Стримим альбом десятилетия  - «Chromatica».;2;5048482
9075;215127987;[id536405528|Scheibe], не путай боганну, с этой мерзкой блядью;536405528;[id215127987|Камиль], так себе отфотошопил, была гага стала рыга;2;5048482
9076;539500956;[id607788220|Don’t], что взять с очередного гагоебского тролля;607788220;идиотка текст статуса находится ниже 🤣👈🏻;2;5048482
9077;607788220;суть в том, что эта хуина даже троллить не умеет и копипастит собственные высеры с другими срагохейтерами🤣👈🏻креативность на уровне сраги;539500956;[id607788220|Don’t], что взять с очередного гагоебского тролля;2;5048482
9078;608370179;да вот только я оригинал скинула а ты фотошоп😂;215127987;Напоминаю;2;5048482
9079;536405528;[id215127987|Камиль], подобрка так себе, гага явно лучше выглядит, а тварь с первой фотки отретуширована донельзя, дак еще и в своих неоновых памперсах, у которых себестоимость два цента;215127987;[id536405528|Scheibe], не путай боганну, с этой мерзкой блядью;2;5048482
9080;215127987;[id608370179|Ханна], где тут фотошоп?;608370179;да вот только я оригинал скинула а ты фотошоп😂;2;5048482
9081;608370179;тут везде фотошоп;215127987;[id608370179|Ханна], где тут фотошоп?;2;5048482
9082;608370179;а тут его нет);215127987;[id608370179|Ханна], где тут фотошоп?;2;5048482
9083;215127987;[id608370179|Ханна], тут тоже;381628553;Все согласны. Стримим альбом десятилетия  - «Chromatica».;2;5048482
9084;608370179;ну хоть на медведя не похожа;215127987;[id608370179|Ханна], тут тоже;2;5048482
9085;215127987;[id608370179|Ханна], ржу;608370179;ну хоть на медведя не похожа;2;5048482
9086;608370179;ржу;215127987;[id608370179|Ханна], ржу;2;5048482
9087;529972184;монстрики блинами поперхнулись при виде изящных пышек королевы;215127987;[id608370179|Ханна], ржу;2;5048482
9088;458886678;[id381628553|Blood], хахаха просто Гага любимый  исполнитель BTS;381628553;Все согласны. Стримим альбом десятилетия  - «Chromatica».;2;5048482
9089;602929964;вы говорите про меня???;381628553;Все согласны. Стримим альбом десятилетия  - «Chromatica».;2;5048482
9090;602929964;а это любимый исполнитель молей из-под трусов, залежавшихся в контейнере на грозненском рынке;458886678;[id381628553|Blood], хахаха просто Гага любимый  исполнитель BTS;2;5048482
9091;546834657;Карди Би королева рэпа;post;post;1;5048482
9092;611365848;Ждем 28 число, разъеб вселенной;post;post;1;5048482
9093;611365848;[id611365848|Den], ск хит, подходит еще один ice cream хит;611365848;Ждем 28 число, разъеб вселенной;2;5048482
9094;611365848;[id611365848|Den], короче август будет спасен 28 числа;611365848;[id611365848|Den], ск хит, подходит еще один ice cream хит;2;5048482
